people_ID,Infect_prob
99.0,55.75997066753415
,65.59858406218801
,55.17604898550569
102.0,55.87744385525287
103.0,55.87744385525287
,57.491139372418886
,56.303065454008966
,56.757433411318544
,56.52612574809983
108.0,55.94565522845925
109.0,56.157364727011206
,56.12313875843304
,51.72913816747896
112.0,56.578859715914824
113.0,64.7760662988231
114.0,56.922781539995086
115.0,56.29076466936842
116.0,56.27409964714814
,57.073418023155526
,56.55160417879399
119.0,55.53860448527896
120.0,56.63312597871171
,56.237305164990666
,56.303065454008966
,56.19007304549546
124.0,56.27409964714814
125.0,56.56405226763391
126.0,47.156734872738184
127.0,56.72982060462992
128.0,64.54507660960364
,55.87744385525287
130.0,55.809763944627335
131.0,56.56405226763391
132.0,56.55160417879399
133.0,56.41679555212823
134.0,55.87744385525287
,54.40664820608188
136.0,55.21903403582735
137.0,57.56693608603416
,57.08165991304646
139.0,56.09588322131219
140.0,56.19007304549546
141.0,58.9044412341988
,56.12313875843304
143.0,56.33316481273465
,56.41679555212823
,60.11748699756373
146.0,54.40664820608188
,56.922781539995086
,50.50351720362722
149.0,56.62593895556468
150.0,55.87744385525287
,56.07316716543341
,55.83649093898807
,56.25447120285729
154.0,56.52612574809983
155.0,56.49253901320746
,56.09588322131219
157.0,60.13006219805054
,54.40664820608188
159.0,56.237305164990666
160.0,56.582532920955025
161.0,56.55160417879399
162.0,55.619693969446814
163.0,56.55160417879399
164.0,58.9044412341988
,55.87744385525287
166.0,56.55160417879399
167.0,56.380700777347876
168.0,56.578859715914824
169.0,56.33316481273465
170.0,56.12313875843304
171.0,56.13004798272771
,56.699721245904236
173.0,57.56693608603416
,56.578859715914824
175.0,55.87744385525287
,56.63857876007513
177.0,56.49253901320746
178.0,56.43878120975716
,55.94020244709585
180.0,56.74595202665735
,56.07316716543341
182.0,56.27409964714814
183.0,56.09588322131219
184.0,55.94565522845925
185.0,56.63857876007513
186.0,55.348494783755825
187.0,56.13004798272771
,58.9044412341988
,56.30227822403332
190.0,55.87744385525287
191.0,56.16281750837461
192.0,56.41679555212823
193.0,64.7760662988231
,56.25447120285729
,55.94020244709585
,56.76075947493825
197.0,55.59224928331878
,56.94825997068926
199.0,56.49253901320746
200.0,54.40664820608188
,56.582532920955025
,56.680409808399354
,52.78062600375175
,61.4833846595028
205.0,56.582532920955025
206.0,56.52612574809983
,56.94825997068926
208.0,56.07316716543341
209.0,56.23248887283644
210.0,56.52612574809983
,57.22648315323056
212.0,56.13004798272771
213.0,56.578859715914824
,56.25447120285729
,55.94565522845925
,55.619693969446814
217.0,55.87744385525287
218.0,56.49253901320746
219.0,56.09588322131219
,55.21903403582735
221.0,55.87744385525287
222.0,56.41679555212823
,55.439017303920735
224.0,56.81741184359197
225.0,55.87744385525287
,56.94825997068926
227.0,55.60665692871514
,56.76075947493825
229.0,56.07316716543341
230.0,57.52314066290556
231.0,56.13004798272771
232.0,54.558655478269635
233.0,47.156734872738184
,50.14023837677846
,56.33316481273465
236.0,55.87744385525287
237.0,45.93356838059046
238.0,56.303065454008966
239.0,55.3132200642965
,55.94565522845925
,56.411342770764826
242.0,55.19502694038239
243.0,61.4833846595028
,56.52612574809983
245.0,60.257763695651064
,56.33316481273465
,56.27409964714814
,56.13004798272771
249.0,55.94565522845925
250.0,56.52612574809983
251.0,61.4833846595028
,55.87744385525287
,56.278093609053954
254.0,56.728436771040535
,55.21000113681987
256.0,56.411342770764826
,56.52612574809983
258.0,56.09588322131219
259.0,57.08165991304646
260.0,56.49253901320746
,56.33316481273465
262.0,56.09588322131219
263.0,56.07316716543341
,56.47594941025713
,56.25447120285729
266.0,56.56405226763391
,55.42453162354984
,56.52612574809983
,56.303065454008966
270.0,56.237305164990666
271.0,56.09588322131219
272.0,55.06398240444577
,48.98257553949274
,56.411342770764826
275.0,56.303065454008966
276.0,56.16281750837461
,56.29076466936842
278.0,56.07316716543341
279.0,56.07316716543341
,56.30227822403332
281.0,56.49253901320746
282.0,56.237305164990666
283.0,48.98257553949274
,55.87744385525287
285.0,56.09588322131219
286.0,56.12313875843304
,56.81741184359197
288.0,56.55160417879399
289.0,56.49253901320746
290.0,58.9044412341988
291.0,56.19987868182613
292.0,56.582532920955025
,55.87744385525287
294.0,57.21406763548724
295.0,55.94020244709585
296.0,55.87744385525287
,61.428161501645334
298.0,56.27409964714814
299.0,60.257763695651064
300.0,56.12313875843304
301.0,57.035851209651305
302.0,55.94565522845925
303.0,62.484484788135845
304.0,55.75997066753415
305.0,56.12313875843304
306.0,56.29076466936842
307.0,51.35809105913987
,56.30227822403332
309.0,56.424050727229016
,55.87744385525287
311.0,56.49253901320746
312.0,57.073418023155526
313.0,56.699721245904236
,56.27409964714814
315.0,56.27409964714814
316.0,56.72982060462992
317.0,56.09588322131219
318.0,56.27409964714814
319.0,56.19987868182613
320.0,56.09588322131219
321.0,56.16281750837461
,56.41679555212823
323.0,56.62593895556468
324.0,56.55160417879399
325.0,56.56405226763391
,56.52612574809983
327.0,56.55160417879399
,55.87744385525287
329.0,56.63857876007513
330.0,56.424050727229016
,55.87744385525287
,56.29076466936842
,61.05589355612665
334.0,56.922781539995086
335.0,56.09588322131219
336.0,55.94020244709585
337.0,55.3132200642965
338.0,55.87744385525287
,56.237305164990666
340.0,55.60665692871514
341.0,55.94565522845925
342.0,56.578859715914824
343.0,56.27409964714814
,56.55160417879399
345.0,56.16281750837461
346.0,56.237305164990666
347.0,56.56405226763391
348.0,56.12313875843304
349.0,56.09588322131219
,56.09588322131219
351.0,56.49253901320746
352.0,55.87744385525287
,56.578859715914824
354.0,54.40664820608188
,56.9410887120322
356.0,52.66509025433788
,56.06237788619692
358.0,55.619693969446814
,55.87744385525287
,56.922781539995086
,50.14023837677846
362.0,55.94565522845925
363.0,55.3357983764441
364.0,57.78723880114146
,58.9044412341988
366.0,56.19007304549546
,55.87744385525287
368.0,56.09588322131219
369.0,55.87744385525287
370.0,56.09588322131219
371.0,56.62593895556468
372.0,49.028180275710255
373.0,55.32676547743662
374.0,56.29076466936842
375.0,56.157364727011206
,56.52836312204045
,56.33316481273465
378.0,56.699721245904236
,56.578859715914824
380.0,58.9044412341988
381.0,55.3077672829331
382.0,55.60665692871514
383.0,57.23472504312149
384.0,55.94020244709585
,55.619693969446814
386.0,47.156734872738184
,56.30227822403332
,56.16281750837461
389.0,51.35809105913987
390.0,56.16281750837461
391.0,50.14023837677846
,56.16281750837461
393.0,56.303065454008966
,56.09588322131219
395.0,56.52612574809983
396.0,56.49253901320746
397.0,45.5702895537417
398.0,55.94565522845925
399.0,56.33316481273465
400.0,56.19987868182613
,56.303065454008966
,56.74595202665735
403.0,56.07316716543341
404.0,56.07316716543341
,56.922781539995086
406.0,55.87744385525287
,56.25447120285729
408.0,56.49253901320746
,56.56405226763391
410.0,60.11748699756373
,55.082883527797165
412.0,56.12313875843304
,56.70180921055161
414.0,55.60665692871514
415.0,56.52612574809983
416.0,55.3132200642965
417.0,55.163025636702955
418.0,56.56405226763391
419.0,55.94020244709585
420.0,56.12313875843304
,56.09588322131219
422.0,54.40664820608188
423.0,56.07316716543341
,56.25447120285729
425.0,56.12313875843304
,52.66876556322148
427.0,55.87744385525287
,56.303065454008966
429.0,66.08234160616674
,56.12313875843304
,56.699721245904236
432.0,63.70284436128709
,56.07316716543341
434.0,57.56693608603416
435.0,56.380700777347876
,56.19007304549546
,56.09588322131219
,55.94565522845925
,56.16281750837461
,56.09588322131219
,57.56693608603416
,55.87744385525287
,55.94020244709585
444.0,54.40664820608188
445.0,55.94565522845925
446.0,56.27409964714814
447.0,56.49253901320746
,55.16847841806636
449.0,56.582532920955025
450.0,56.49253901320746
451.0,55.87744385525287
452.0,64.54507660960364
453.0,55.60665692871514
,47.51753167032905
455.0,56.07316716543341
,56.43878120975716
457.0,55.94565522845925
,56.63312597871171
459.0,56.56405226763391
460.0,56.09588322131219
461.0,55.64850579693668
462.0,56.12313875843304
463.0,56.52612574809983
464.0,55.75997066753415
465.0,56.12313875843304
466.0,56.19007304549546
467.0,56.13004798272771
468.0,56.12313875843304
469.0,56.12313875843304
,56.978330240685395
,55.60665692871514
472.0,51.72913816747896
473.0,56.237305164990666
474.0,54.95183899186054
,56.303065454008966
476.0,59.84284779276173
477.0,56.41679555212823
478.0,55.87744385525287
479.0,62.786797772883915
480.0,56.12313875843304
481.0,56.699721245904236
482.0,56.303065454008966
,56.339721738865705
484.0,55.082883527797165
485.0,60.257763695651064
,55.87744385525287
,60.13006219805054
,56.52612574809983
489.0,55.21000113681987
490.0,59.84284779276173
491.0,55.94565522845925
492.0,61.47612326880231
493.0,56.680409808399354
,47.14561966957378
495.0,47.116660548630655
496.0,47.233099654241535
,47.27761666590408
498.0,47.69052785710828
,61.428161501645334
500.0,54.40664820608188
501.0,56.52612574809983
502.0,55.06398240444577
,56.52612574809983
,56.72982060462992
,56.09588322131219
506.0,56.16281750837461
,55.87744385525287
,56.07316716543341
509.0,56.07316716543341
,56.09588322131219
511.0,54.40664820608188
,55.348494783755825
513.0,68.20203460952776
514.0,56.56405226763391
515.0,56.12313875843304
516.0,67.05815980692718
517.0,57.23472504312149
518.0,56.52612574809983
519.0,52.66509025433788
520.0,56.49253901320746
,56.33316481273465
522.0,47.156734872738184
,56.303065454008966
,66.18014261626118
525.0,45.93356838059046
526.0,56.13004798272771
527.0,56.699721245904236
528.0,56.303065454008966
529.0,49.028180275710255
,56.55160417879399
531.0,55.84208664852506
,56.33316481273465
533.0,56.63857876007513
534.0,56.157364727011206
,56.63857876007513
536.0,56.49253901320746
537.0,56.19007304549546
538.0,55.60665692871514
,56.56405226763391
,56.33316481273465
,55.87744385525287
,56.303065454008966
543.0,56.09588322131219
,57.22648315323056
545.0,51.72913816747896
,56.09588322131219
547.0,56.07316716543341
,55.87744385525287
,56.94825997068926
,56.16281750837461
551.0,55.87744385525287
,56.366924214832586
,55.407559949342335
554.0,56.74595202665735
555.0,56.55160417879399
,56.94825997068926
557.0,56.680409808399354
558.0,56.55160417879399
559.0,65.75188449958355
,56.12313875843304
,66.8904454923978
,55.94020244709585
,56.578859715914824
564.0,56.94825997068926
,56.49253901320746
566.0,56.33316481273465
,55.19502694038239
568.0,55.94020244709585
,56.17755519044078
570.0,56.699721245904236
571.0,57.21406763548724
,56.19007304549546
,56.157364727011206
574.0,65.85135191694725
575.0,56.72982060462992
576.0,56.55160417879399
577.0,56.52612574809983
578.0,56.17755519044078
579.0,55.94565522845925
580.0,56.157364727011206
,55.94020244709585
582.0,56.424050727229016
583.0,55.94020244709585
,64.73312190469552
,65.75188449958355
586.0,55.94565522845925
,56.411342770764826
588.0,61.47612326880231
589.0,55.407559949342335
,56.55160417879399
591.0,56.578859715914824
,57.491139372418886
593.0,56.09588322131219
,56.522555484198676
595.0,55.94020244709585
596.0,56.12313875843304
,56.41679555212823
598.0,56.16281750837461
599.0,55.87744385525287
,64.87639968134224
601.0,56.578859715914824
602.0,55.32225296330398
603.0,55.407559949342335
604.0,56.278093609053954
605.0,56.303065454008966
606.0,64.7760662988231
607.0,50.50351720362722
608.0,56.94825997068926
,56.56405226763391
,56.33316481273465
611.0,55.082883527797165
612.0,58.9044412341988
613.0,56.09588322131219
,56.27409964714814
615.0,55.3077672829331
616.0,47.75940904734502
617.0,56.62593895556468
618.0,56.16281750837461
619.0,56.578859715914824
620.0,56.94825997068926
621.0,66.08234160616674
,56.545912426347186
,55.57832879402874
624.0,55.72183423295898
625.0,55.94020244709585
626.0,56.09588322131219
627.0,60.257763695651064
,56.303065454008966
629.0,56.49253901320746
630.0,66.8904454923978
631.0,56.63857876007513
,51.35809105913987
,56.27409964714814
,56.49253901320746
,56.94825997068926
636.0,58.9044412341988
,56.380700777347876
,48.98257553949274
639.0,55.67475499330914
640.0,56.09588322131219
,56.19007304549546
,58.9044412341988
,56.49253901320746
,61.4833846595028
,56.12313875843304
646.0,56.55160417879399
647.0,56.09588322131219
648.0,56.157364727011206
,56.16281750837461
650.0,55.57832879402874
,56.09588322131219
652.0,64.54507660960364
653.0,59.72069048004941
654.0,55.3132200642965
,55.3132200642965
,56.55160417879399
657.0,56.55160417879399
,56.09588322131219
659.0,56.81741184359197
660.0,56.578859715914824
,56.63857876007513
,54.40664820608188
,57.073418023155526
,56.09588322131219
665.0,57.23472504312149
,55.87744385525287
667.0,56.41679555212823
668.0,56.07316716543341
669.0,61.428161501645334
,56.578859715914824
,55.19502694038239
,68.91570284411085
,51.726683695774945
674.0,56.303065454008966
,56.55160417879399
676.0,56.09588322131219
677.0,55.94565522845925
,56.49253901320746
679.0,47.44173495671377
,56.157364727011206
681.0,56.07316716543341
682.0,55.94565522845925
683.0,55.42294458717694
684.0,66.04471102182545
,55.94565522845925
,56.12313875843304
687.0,56.303065454008966
688.0,57.073418023155526
,56.157364727011206
,56.19007304549546
691.0,56.56405226763391
692.0,56.157364727011206
,58.9044412341988
,56.63857876007513
695.0,56.303065454008966
696.0,56.49253901320746
697.0,56.09588322131219
698.0,56.922781539995086
699.0,56.33316481273465
700.0,51.72913816747896
701.0,55.75997066753415
702.0,56.27409964714814
703.0,65.59858406218801
704.0,56.07316716543341
705.0,56.699721245904236
,55.42453162354984
707.0,56.06237788619692
708.0,57.22648315323056
,55.87744385525287
,55.94565522845925
711.0,56.27409964714814
712.0,56.55160417879399
,56.72982060462992
714.0,55.64850579693668
715.0,56.578859715914824
,56.157364727011206
,55.94020244709585
,57.36870557330794
,56.55160417879399
720.0,55.87744385525287
721.0,56.19007304549546
,55.94020244709585
723.0,56.582532920955025
724.0,56.07316716543341
725.0,60.11748699756373
726.0,55.72183423295898
727.0,55.429984404913256
,55.3132200642965
,56.09588322131219
730.0,56.09588322131219
,55.3077672829331
732.0,55.53860448527896
,57.21406763548724
734.0,55.87744385525287
735.0,56.74595202665735
736.0,55.87744385525287
,56.12313875843304
738.0,55.94565522845925
739.0,55.619693969446814
740.0,55.94565522845925
741.0,56.55160417879399
,56.16281750837461
743.0,56.16281750837461
744.0,56.303065454008966
745.0,55.21000113681987
746.0,52.952304659626684
747.0,56.07316716543341
,68.77473245752671
,45.93604621690388
,56.72982060462992
751.0,56.62593895556468
752.0,51.726683695774945
753.0,56.680409808399354
,57.491139372418886
755.0,56.19987868182613
756.0,56.62593895556468
757.0,57.432507001546576
,55.87744385525287
759.0,56.43878120975716
760.0,54.558655478269635
761.0,55.83649093898807
,56.699721245904236
763.0,56.303065454008966
,55.87744385525287
,57.22648315323056
766.0,56.12313875843304
767.0,57.56693608603416
768.0,56.582532920955025
769.0,57.22648315323056
,56.09588322131219
771.0,56.13004798272771
772.0,56.81741184359197
,57.56693608603416
774.0,47.51753167032905
775.0,56.13004798272771
776.0,55.67475499330914
777.0,52.952304659626684
778.0,56.33316481273465
779.0,56.87036777539395
780.0,60.11748699756373
781.0,55.429984404913256
782.0,56.63857876007513
783.0,56.81741184359197
,56.33316481273465
785.0,55.66572209430165
,56.29076466936842
,55.87744385525287
788.0,57.78723880114146
,56.33316481273465
790.0,56.55160417879399
,57.21406763548724
792.0,56.33316481273465
793.0,64.54507660960364
,56.09588322131219
795.0,56.19987868182613
796.0,55.94020244709585
797.0,56.978330240685395
,56.303065454008966
,56.09588322131219
800.0,58.9044412341988
801.0,56.12313875843304
,56.30227822403332
,55.082883527797165
,54.40664820608188
805.0,64.68835438625037
806.0,56.55160417879399
807.0,56.55160417879399
808.0,56.496807386833936
809.0,55.66572209430165
810.0,55.87744385525287
811.0,47.156734872738184
812.0,55.05088222411774
813.0,55.21000113681987
,61.47612326880231
,55.87744385525287
816.0,56.56405226763391
817.0,56.699721245904236
,56.16281750837461
819.0,56.27409964714814
,56.63857876007513
,54.40664820608188
,56.13004798272771
,50.50351720362722
824.0,64.7760662988231
825.0,55.87744385525287
826.0,55.05633500548113
827.0,55.87744385525287
828.0,55.87744385525287
,56.49253901320746
830.0,56.19987868182613
831.0,56.12313875843304
832.0,57.035851209651305
833.0,55.32676547743662
,55.87744385525287
835.0,56.578859715914824
836.0,56.922781539995086
837.0,65.75188449958355
838.0,55.66572209430165
,56.49253901320746
840.0,56.13004798272771
841.0,55.94565522845925
842.0,56.13004798272771
,57.08165991304646
844.0,56.23248887283644
845.0,56.09588322131219
846.0,56.52612574809983
,56.07316716543341
,54.95183899186054
849.0,56.81741184359197
850.0,55.60665692871514
851.0,64.7760662988231
852.0,56.09588322131219
,56.16281750837461
854.0,55.21000113681987
,56.63857876007513
,58.9044412341988
857.0,56.81741184359197
858.0,55.3132200642965
859.0,56.49253901320746
,56.55160417879399
861.0,56.922781539995086
,56.81741184359197
,55.21000113681987
,55.87744385525287
865.0,56.56405226763391
,56.12313875843304
867.0,55.87744385525287
868.0,56.09588322131219
869.0,49.028180275710255
,55.05633500548113
,55.21000113681987
,56.12313875843304
873.0,56.12313875843304
874.0,56.380700777347876
,56.81741184359197
876.0,56.13004798272771
877.0,56.76075947493825
,58.9044412341988
,56.27409964714814
880.0,56.578859715914824
881.0,56.49253901320746
882.0,56.33316481273465
883.0,56.81741184359197
,56.16281750837461
,56.16281750837461
,56.19007304549546
887.0,56.411342770764826
,55.05633500548113
889.0,56.09588322131219
,55.87744385525287
891.0,55.87744385525287
892.0,56.728436771040535
,60.257763695651064
894.0,55.05633500548113
,56.62593895556468
896.0,55.94565522845925
897.0,48.98257553949274
,55.87744385525287
899.0,55.87744385525287
,56.41679555212823
,56.55160417879399
902.0,56.33316481273465
903.0,56.63857876007513
,62.484484788135845
,56.74595202665735
906.0,56.55160417879399
907.0,56.366924214832586
,46.78814223610311
,56.63857876007513
,56.19007304549546
911.0,56.49253901320746
912.0,56.157364727011206
913.0,57.08165991304646
914.0,56.157364727011206
915.0,55.94565522845925
916.0,56.72982060462992
917.0,56.12313875843304
918.0,55.17604898550569
,51.726683695774945
920.0,56.49253901320746
921.0,55.32225296330398
,61.4833846595028
923.0,56.74595202665735
,56.07316716543341
,56.978330240685395
,56.07316716543341
,56.13004798272771
928.0,54.40664820608188
929.0,56.09588322131219
930.0,56.922781539995086
931.0,56.12313875843304
,56.09588322131219
,56.07316716543341
,55.619693969446814
935.0,56.12313875843304
,56.303065454008966
,56.49253901320746
938.0,56.12313875843304
939.0,56.12313875843304
940.0,55.32225296330398
941.0,55.94565522845925
,55.05633500548113
943.0,57.6416905312768
,56.09588322131219
,55.87744385525287
946.0,55.94565522845925
,59.84284779276173
948.0,56.922781539995086
949.0,56.27409964714814
,61.428161501645334
951.0,56.25447120285729
952.0,56.52612574809983
953.0,56.09588322131219
,56.09588322131219
955.0,66.08234160616674
956.0,55.87744385525287
,56.922781539995086
958.0,55.87744385525287
,56.56405226763391
,56.09588322131219
961.0,60.13006219805054
962.0,56.25447120285729
,56.157364727011206
,58.9044412341988
,56.07316716543341
966.0,55.87744385525287
,56.09588322131219
968.0,54.95183899186054
969.0,55.60665692871514
970.0,56.13004798272771
971.0,56.366924214832586
972.0,54.95183899186054
973.0,56.09588322131219
974.0,66.08234160616674
975.0,56.699721245904236
976.0,65.75188449958355
977.0,55.42453162354984
978.0,56.12313875843304
,57.21406763548724
980.0,56.49253901320746
,56.49253901320746
,56.09588322131219
,55.348494783755825
984.0,56.55160417879399
,56.72982060462992
986.0,56.62593895556468
987.0,60.11748699756373
,55.87744385525287
989.0,56.63857876007513
,60.13006219805054
991.0,56.582532920955025
992.0,60.257763695651064
,56.07316716543341
,54.40664820608188
,56.63857876007513
996.0,56.27409964714814
,56.07316716543341
,56.09588322131219
,54.95183899186054
,56.49253901320746
1001.0,56.12313875843304
1002.0,56.16281750837461
1003.0,57.74600292608824
,56.49253901320746
1005.0,56.41679555212823
,62.37557774688248
1007.0,66.18014261626118
1008.0,56.728436771040535
1009.0,56.27409964714814
1010.0,56.09588322131219
,55.87744385525287
,56.94825997068926
1013.0,56.52612574809983
1014.0,60.11748699756373
1015.0,55.21903403582735
1016.0,55.87744385525287
,55.72342126933188
1018.0,56.43878120975716
,56.27409964714814
1020.0,55.42453162354984
1021.0,55.32676547743662
1022.0,56.55160417879399
,56.12313875843304
1024.0,56.12313875843304
,56.16281750837461
,55.60665692871514
1027.0,56.33316481273465
1028.0,56.09588322131219
,55.05088222411774
1030.0,61.47612326880231
,55.407559949342335
1032.0,56.25447120285729
,56.09588322131219
1034.0,56.33316481273465
,56.94825997068926
1036.0,57.08165991304646
1037.0,56.52612574809983
1038.0,56.16281750837461
,60.13006219805054
1040.0,55.94020244709585
,56.55160417879399
,55.17604898550569
1043.0,56.303065454008966
1044.0,45.5702895537417
1045.0,56.07316716543341
1046.0,56.41679555212823
,58.9044412341988
1048.0,56.63857876007513
1049.0,56.303065454008966
1050.0,55.94565522845925
1051.0,56.09588322131219
1052.0,55.87744385525287
1053.0,55.94020244709585
1054.0,56.07316716543341
1055.0,55.94565522845925
,56.56405226763391
1057.0,56.33316481273465
,56.09588322131219
1059.0,56.19987868182613
1060.0,56.76075947493825
1061.0,56.55160417879399
,56.27409964714814
1063.0,56.380700777347876
1064.0,57.22648315323056
,56.52612574809983
1066.0,56.09588322131219
1067.0,56.09588322131219
,61.05589355612665
1069.0,56.52612574809983
,54.40664820608188
1071.0,55.87744385525287
1072.0,64.54507660960364
,51.726683695774945
1074.0,57.035851209651305
,55.87744385525287
,56.52612574809983
1077.0,55.84208664852506
1078.0,56.09588322131219
,55.87744385525287
,54.95183899186054
1081.0,51.726683695774945
1082.0,56.366924214832586
1083.0,56.582532920955025
1084.0,56.09588322131219
,55.72183423295898
,56.16281750837461
1087.0,47.75940904734502
1088.0,56.07316716543341
,56.07316716543341
1090.0,56.978330240685395
,56.74595202665735
,61.428161501645334
,55.87744385525287
1094.0,56.49253901320746
,56.55160417879399
1096.0,56.09588322131219
,58.9044412341988
,56.52612574809983
1099.0,56.52612574809983
1100.0,56.81741184359197
,56.19007304549546
,56.728436771040535
1103.0,56.16281750837461
1104.0,55.87744385525287
1105.0,56.303065454008966
1106.0,55.94020244709585
,56.49253901320746
1108.0,56.23248887283644
,56.12313875843304
1110.0,56.74595202665735
1111.0,56.09588322131219
1112.0,52.952304659626684
,51.35809105913987
1114.0,56.157364727011206
,55.60665692871514
1116.0,56.29076466936842
,56.19007304549546
1118.0,56.55160417879399
,56.27409964714814
,56.27409964714814
1121.0,56.07316716543341
,55.3132200642965
1123.0,55.87744385525287
1124.0,55.59224928331878
1125.0,55.87744385525287
,56.27409964714814
1127.0,56.380700777347876
1128.0,56.303065454008966
1129.0,57.073418023155526
1130.0,55.87744385525287
1131.0,56.07316716543341
,56.16281750837461
1133.0,54.40664820608188
,56.19987868182613
1135.0,56.74595202665735
,54.40664820608188
1137.0,55.75997066753415
1138.0,55.75997066753415
1139.0,54.40664820608188
,56.49253901320746
,55.87744385525287
1142.0,55.87744385525287
,56.680409808399354
1144.0,57.491139372418886
1145.0,55.87744385525287
1146.0,56.55160417879399
1147.0,55.87744385525287
,57.08165991304646
,54.40664820608188
1150.0,56.582532920955025
1151.0,56.19007304549546
1152.0,55.94565522845925
1153.0,58.9044412341988
1154.0,56.56405226763391
,56.74595202665735
,56.09588322131219
1157.0,48.98257553949274
1158.0,63.70284436128709
1159.0,55.94565522845925
,56.578859715914824
,64.7760662988231
,56.52612574809983
,55.87744385525287
1164.0,61.47612326880231
,56.43878120975716
,56.94825997068926
1167.0,47.156734872738184
1168.0,58.9044412341988
,55.87744385525287
1170.0,55.05088222411774
1171.0,60.257763695651064
,55.94020244709585
,66.08234160616674
1174.0,45.93356838059046
1175.0,55.87744385525287
1176.0,59.84284779276173
1177.0,56.699721245904236
,56.27409964714814
1179.0,56.157364727011206
1180.0,56.62593895556468
,55.21000113681987
1182.0,56.33316481273465
,56.16281750837461
1184.0,47.75940904734502
1185.0,61.47612326880231
1186.0,56.56405226763391
1187.0,55.87744385525287
,56.09588322131219
1189.0,56.237305164990666
1190.0,56.49253901320746
1191.0,56.09588322131219
,56.582532920955025
,56.19007304549546
,56.458400105950396
1195.0,56.16281750837461
1196.0,56.09588322131219
1197.0,57.21406763548724
1198.0,56.74595202665735
1199.0,55.619693969446814
1200.0,55.06398240444577
,45.93356838059046
1202.0,65.98287418880302
1203.0,56.16281750837461
1204.0,56.56405226763391
1205.0,55.87744385525287
,55.619693969446814
1207.0,56.29076466936842
1208.0,61.4833846595028
1209.0,60.11748699756373
1210.0,56.47594941025713
,56.303065454008966
1212.0,58.849775643657466
1213.0,56.303065454008966
1214.0,56.12313875843304
1215.0,56.12313875843304
1216.0,56.16281750837461
1217.0,57.08165991304646
1218.0,56.237305164990666
1219.0,58.9044412341988
1220.0,56.33316481273465
1221.0,56.07316716543341
,56.49253901320746
1223.0,55.87744385525287
,56.582532920955025
,57.08165991304646
1226.0,56.09588322131219
,56.29076466936842
,56.582532920955025
1229.0,56.30227822403332
1230.0,56.16281750837461
1231.0,56.07316716543341
1232.0,56.278093609053954
,56.07316716543341
,56.12313875843304
1235.0,56.27409964714814
,60.11748699756373
1237.0,56.12313875843304
1238.0,55.75997066753415
,55.87744385525287
1240.0,55.94020244709585
,60.11748699756373
1242.0,56.19987868182613
1243.0,56.16281750837461
,56.09588322131219
1245.0,61.428161501645334
1246.0,56.07316716543341
1247.0,55.21000113681987
1248.0,56.728436771040535
1249.0,56.27409964714814
1250.0,55.32225296330398
1251.0,55.59224928331878
,56.19987868182613
,55.60665692871514
1254.0,60.257763695651064
1255.0,56.12313875843304
,54.40664820608188
1257.0,56.62593895556468
1258.0,56.12313875843304
1259.0,56.52612574809983
1260.0,56.33316481273465
,55.94565522845925
,55.94020244709585
1263.0,56.07316716543341
,56.922781539995086
,56.27409964714814
1266.0,56.56405226763391
1267.0,56.157364727011206
